TIME,BETA R PIP,ALPHA R PIP,THETA R PIP,DELTA R PIP,BETA L PIP,ALPHA L PIP,THETA L PIP,DELTA L PIP,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
4.250,0.46,0.94,7.06,33.04,0.50,1.33,9.02,35.59,1.61,2.00,2.14,6.03,7.18,2.31,6.52,7.67
4.375,0.50,1.02,8.00,34.90,0.50,1.33,9.88,37.35,1.92,1.21,2.05,8.02,10.89,2.53,8.46,10.63
4.500,0.50,1.02,8.78,36.47,0.50,1.41,10.59,38.63,1.30,1.34,1.65,5.98,11.60,2.40,6.12,11.91
4.625,0.50,1.02,8.71,36.67,0.53,1.41,10.35,38.14,1.16,1.30,1.38,2.53,9.61,2.00,2.76,8.95
4.750,0.50,1.02,8.39,35.39,0.53,1.49,9.88,36.37,1.43,1.56,2.40,3.29,7.49,2.53,4.04,7.00
4.875,0.50,1.02,8.39,33.92,0.53,1.57,9.88,34.61,1.34,1.78,3.24,5.63,6.29,3.42,6.65,5.85
5.000,0.50,1.18,8.63,32.94,0.53,1.73,10.04,33.63,0.94,1.52,2.31,5.59,8.37,2.71,6.52,8.86
5.125,0.50,1.18,8.94,32.16,0.57,1.88,10.43,32.94,1.25,1.07,1.21,3.42,7.93,1.52,4.04,9.04
5.250,0.50,1.25,9.02,30.88,0.61,1.88,10.35,31.57,1.30,1.25,1.52,1.96,6.96,1.78,1.43,7.97
5.375,0.50,1.25,8.78,29.41,0.61,1.96,10.12,29.80,1.16,1.12,0.94,1.83,4.22,1.07,0.99,4.61
5.500,0.50,1.25,8.55,28.43,0.61,1.88,9.73,28.43,1.47,1.34,1.69,1.34,3.29,1.21,0.85,3.24
5.625,0.50,1.25,8.24,27.45,0.57,1.73,9.18,27.35,1.21,1.21,2.62,1.34,1.78,2.45,1.34,1.69
5.750,0.43,1.18,7.92,26.08,0.50,1.65,8.78,25.78,1.34,1.12,2.89,2.18,1.87,3.29,2.89,2.36
5.875,0.29,1.10,7.61,24.80,0.43,1.57,8.55,24.22,1.69,1.56,2.18,3.24,2.00,2.89,5.10,3.15
6.000,0.32,1.18,7.45,23.82,0.39,1.57,8.47,23.24,1.30,1.30,1.30,3.02,2.22,1.65,4.79,3.77
6.125,0.32,1.18,7.69,23.63,0.39,1.65,8.71,23.04,1.16,0.77,2.05,1.92,2.84,1.74,2.36,4.48
6.250,0.25,1.25,7.92,23.53,0.46,1.80,9.02,23.24,1.61,2.49,3.15,3.73,3.33,2.62,3.77,4.39
6.375,0.29,1.41,8.31,23.82,0.46,1.96,9.41,23.14,2.05,2.53,2.84,4.75,3.73,2.53,4.61,4.44
6.500,0.29,1.57,8.47,23.92,0.46,1.96,9.80,23.33,2.45,2.27,2.27,3.64,3.51,2.09,2.89,3.51
6.625,0.29,1.65,8.71,23.92,0.46,2.04,9.96,23.53,1.56,1.65,2.80,2.49,2.89,2.67,1.87,2.93
6.750,0.29,1.73,9.02,24.02,0.46,2.20,10.51,24.22,1.69,1.21,3.15,4.70,3.46,2.93,4.44,3.42
6.875,0.32,2.04,9.65,24.80,0.46,2.35,11.22,25.39,1.34,1.16,3.37,6.69,5.54,3.02,6.38,5.85
7.000,0.32,2.20,10.51,25.98,0.39,2.51,11.92,26.96,1.16,1.65,3.51,6.96,8.51,2.89,6.60,8.86
7.125,0.32,2.43,10.82,27.35,0.39,2.67,12.39,28.43,2.36,3.29,3.37,6.03,9.66,2.71,6.03,10.05
7.250,0.36,2.51,10.75,27.65,0.39,2.67,12.24,28.82,1.92,2.05,3.24,3.07,9.96,2.98,3.55,10.32
7.375,0.39,2.51,10.12,27.84,0.39,2.67,11.61,29.22,1.87,1.78,2.98,3.20,12.09,2.98,3.77,12.62
7.500,0.39,2.51,9.41,28.43,0.39,2.67,10.98,29.71,1.92,1.87,2.80,3.86,13.41,2.98,4.26,14.08
7.625,0.39,2.51,9.10,28.73,0.39,2.59,10.43,30.29,2.40,2.31,2.58,2.84,14.12,2.67,3.29,14.96
7.750,0.39,2.51,8.86,29.31,0.39,2.67,10.43,31.08,1.38,1.56,1.69,1.96,9.79,1.52,2.31,10.67
7.875,0.36,2.43,8.78,30.39,0.39,2.51,10.20,32.25,1.65,1.78,1.52,2.84,6.25,1.56,2.53,6.82
8.000,0.32,2.35,8.47,31.47,0.32,2.27,9.57,33.33,1.30,1.25,1.03,3.91,6.03,1.16,3.64,6.29
8.125,0.32,2.20,8.00,32.35,0.32,2.04,8.86,34.12,1.61,1.21,1.21,3.02,7.62,0.94,2.71,6.96
8.250,0.29,2.12,7.61,32.75,0.32,1.88,8.39,34.51,1.47,1.52,1.56,3.37,8.55,1.43,2.67,8.02
8.375,0.29,2.12,7.69,32.94,0.32,1.80,8.24,34.71,0.99,1.56,0.90,2.84,7.27,0.90,2.14,6.03
8.500,0.36,2.12,7.76,33.14,0.32,1.80,8.24,35.00,1.30,1.61,1.21,2.62,4.22,1.30,1.92,3.55
8.625,0.39,2.12,8.00,33.73,0.36,1.88,8.47,35.59,1.56,1.74,2.09,2.98,2.62,2.18,2.36,2.27
8.750,0.39,2.12,8.08,34.41,0.39,1.88,8.63,36.27,1.69,1.56,2.18,3.29,1.43,2.36,2.58,1.92
8.875,0.43,2.12,8.08,35.00,0.43,1.96,8.55,36.86,1.47,1.12,1.47,2.45,2.00,1.52,1.87,2.67
9.000,0.39,1.88,8.08,35.29,0.39,1.80,8.24,36.96,1.21,1.21,1.61,1.30,2.18,1.38,1.47,2.76
9.125,0.39,1.88,7.92,35.49,0.39,1.65,7.84,36.67,1.30,0.99,1.61,1.65,2.09,1.30,2.00,2.53
9.250,0.39,1.88,7.76,35.10,0.39,1.65,7.61,36.57,0.90,1.30,1.21,1.78,1.43,1.12,1.96,1.56
9.375,0.39,1.80,7.53,35.00,0.36,1.49,7.14,36.08,1.47,1.25,1.34,1.34,1.30,0.94,1.56,1.16
9.500,0.36,1.57,7.14,34.80,0.32,1.33,6.90,35.78,1.56,1.87,2.22,1.47,1.30,1.43,1.34,0.94
9.625,0.32,1.57,6.75,34.41,0.29,1.25,6.51,35.29,1.43,0.99,2.71,2.31,1.56,1.96,1.96,1.03
9.750,0.32,1.57,6.51,34.12,0.32,1.25,6.27,34.90,1.69,0.90,2.31,2.36,1.65,2.27,2.36,1.25
9.875,0.32,1.41,6.20,33.53,0.32,1.10,5.88,34.22,1.21,1.21,1.47,2.40,2.31,1.43,2.49,1.96
10.000,0.32,1.33,5.73,32.65,0.32,1.02,5.57,33.53,1.56,0.99,2.40,4.08,3.20,2.05,3.95,3.20
10.125,0.32,1.18,5.33,32.16,0.32,1.02,5.33,32.65,1.38,1.61,3.02,4.97,5.59,2.98,5.23,5.90
10.250,0.32,1.10,5.33,31.86,0.32,1.02,5.33,32.65,1.21,1.30,2.40,4.22,6.91,2.67,4.48,7.09
10.375,0.29,1.02,5.49,31.96,0.36,0.94,5.49,32.84,1.38,1.38,2.09,3.07,6.78,2.00,2.71,7.09
10.500,0.29,1.02,5.33,30.59,0.32,0.94,5.41,31.47,1.16,1.69,1.78,1.92,5.37,1.56,1.83,5.19
10.625,0.29,0.86,5.02,28.14,0.32,0.94,5.02,29.22,1.12,1.38,1.25,1.78,4.30,1.03,2.27,4.88
10.750,0.32,0.86,4.78,25.88,0.36,0.78,4.78,26.76,1.56,1.47,1.83,3.15,4.66,1.56,3.95,5.19
10.875,0.32,0.94,4.71,23.73,0.39,0.78,4.63,24.71,1.34,1.21,2.09,2.45,4.66,1.78,3.24,5.45
11.000,0.32,0.86,4.24,22.06,0.39,0.78,4.47,23.14,1.43,0.94,1.69,1.38,3.99,1.56,1.83,4.35
11.125,0.32,0.94,4.08,20.20,0.39,0.78,4.24,21.37,1.34,1.16,1.65,1.78,2.84,1.61,1.92,3.07
11.250,0.32,0.94,4.08,18.63,0.43,0.86,4.24,19.90,2.05,1.65,1.65,2.45,2.89,1.83,2.45,2.80
11.375,0.32,0.94,4.00,17.35,0.43,0.86,4.24,18.63,1.87,1.07,1.34,2.89,2.98,1.61,2.67,2.84
11.500,0.32,0.94,3.92,16.47,0.46,0.94,4.39,17.84,2.22,1.47,1.21,2.40,2.89,1.34,2.36,2.80
11.625,0.32,0.94,3.84,15.78,0.46,0.78,4.24,17.35,1.47,1.34,1.07,1.74,2.00,1.21,2.00,2.05
11.750,0.32,0.86,3.61,15.20,0.46,0.78,4.16,16.67,1.74,1.16,1.03,1.74,1.78,1.38,2.05,2.05
11.875,0.32,0.71,3.45,14.31,0.46,0.63,4.00,15.88,1.52,1.61,0.90,1.61,1.83,1.25,1.74,2.09
12.000,0.32,0.71,3.37,13.53,0.46,0.63,3.84,15.10,1.43,1.12,0.94,1.56,1.92,1.16,1.38,2.27
12.125,0.32,0.71,3.22,13.04,0.46,0.55,3.76,14.61,1.87,1.34,0.94,1.25,1.65,1.21,1.07,1.56
12.250,0.32,0.71,3.29,12.65,0.46,0.55,3.76,14.31,1.25,1.56,0.94,0.94,1.38,1.16,1.03,1.34
12.375,0.32,0.63,3.14,12.55,0.50,0.55,3.76,14.02,1.25,0.90,0.94,1.16,1.43,1.07,1.03,1.16
12.500,0.32,0.63,3.14,12.35,0.50,0.55,3.76,13.82,1.43,0.99,0.99,1.34,1.16,1.03,1.12,1.16
12.625,0.32,0.63,3.14,12.16,0.50,0.55,3.76,13.63,1.74,1.38,1.38,1.47,1.12,1.16,1.21,1.25
12.750,0.32,0.55,3.14,12.06,0.46,0.55,3.61,13.43,1.21,1.69,1.69,1.65,1.12,1.16,1.03,1.52
12.875,0.32,0.47,3.06,11.96,0.46,0.55,3.61,13.43,1.47,1.07,1.92,1.83,1.30,1.56,1.43,1.87
13.000,0.32,0.47,3.06,11.96,0.46,0.55,3.69,13.63,1.21,1.43,1.74,2.80,1.69,2.14,3.11,2.53
13.125,0.32,0.47,2.98,11.86,0.46,0.55,3.61,13.43,2.22,1.65,2.22,3.82,2.05,2.40,4.08,3.86
13.250,0.32,0.47,2.82,11.37,0.50,0.55,3.45,12.94,1.21,2.36,2.53,3.64,2.84,2.31,3.02,4.22
13.375,0.32,0.39,2.35,10.49,0.53,0.47,3.06,12.06,1.30,1.03,2.36,2.18,2.62,1.96,1.52,4.17
13.500,0.32,0.31,2.20,9.61,0.53,0.47,2.67,10.98,1.38,1.47,1.61,0.94,2.45,1.21,1.43,3.07
13.625,0.36,0.31,1.96,9.12,0.53,0.39,2.51,10.29,1.30,1.25,1.12,1.03,1.61,0.99,1.61,2.45
13.750,0.36,0.31,1.88,8.73,0.53,0.39,2.35,9.71,1.12,1.25,0.77,1.12,1.43,0.94,1.83,1.78
13.875,0.36,0.31,1.65,8.24,0.57,0.39,2.12,8.82,1.25,1.65,0.99,0.99,1.12,1.25,1.52,1.30
14.000,0.36,0.24,1.49,7.55,0.57,0.39,1.88,7.94,1.78,1.69,1.34,1.21,1.25,1.69,1.07,1.16
14.125,0.36,0.24,1.41,6.96,0.57,0.39,1.73,7.16,1.07,1.87,1.47,1.30,1.47,1.96,0.90,1.30
14.250,0.39,0.24,1.25,6.37,0.64,0.39,1.65,6.37,1.65,1.43,1.12,1.38,1.43,1.61,0.99,1.30
14.375,0.39,0.24,1.18,5.98,0.64,0.39,1.41,5.78,1.47,1.43,0.94,1.56,1.83,1.03,1.16,1.74
14.500,0.39,0.24,1.10,5.69,0.61,0.39,1.41,5.69,1.38,1.21,1.07,1.83,2.09,1.03,1.52,2.09
14.625,0.39,0.24,1.10,5.78,0.61,0.39,1.33,5.59,1.38,1.25,1.07,1.38,2.49,0.90,1.30,2.58
14.750,0.36,0.24,1.02,5.88,0.57,0.39,1.25,5.59,1.21,1.74,1.34,1.03,2.45,1.38,1.12,2.76
14.875,0.36,0.24,1.02,6.08,0.57,0.39,1.18,5.78,2.09,1.47,1.65,1.34,2.18,1.74,1.30,2.71
15.000,0.36,0.24,1.25,6.47,0.57,0.39,1.41,6.37,2.27,1.65,1.74,3.24,3.68,1.74,3.15,4.61
15.125,0.36,0.31,1.80,8.14,0.57,0.39,1.88,8.04,1.16,1.21,1.21,4.66,6.60,1.34,5.23,7.89
15.250,0.36,0.31,2.51,10.59,0.53,0.47,2.90,10.88,2.27,1.65,1.21,3.77,9.43,1.16,4.79,11.07
15.375,0.36,0.47,3.53,13.43,0.53,0.55,4.00,14.02,1.47,2.84,1.38,4.79,13.81,1.65,5.76,16.11
15.500,0.36,0.63,4.47,15.98,0.50,0.86,5.25,16.96,2.49,2.71,2.36,7.22,12.66,2.80,8.24,14.65
15.625,0.36,0.78,5.33,18.24,0.50,1.10,6.27,19.51,2.00,2.71,3.33,5.14,12.88,3.86,6.34,15.41
15.750,0.39,0.94,6.27,20.59,0.50,1.25,7.22,22.16,1.61,1.43,2.22,4.88,9.04,2.49,5.59,10.36
15.875,0.43,1.02,7.22,23.24,0.50,1.33,8.24,24.80,2.71,3.20,2.45,7.62,9.17,2.93,7.84,9.74
16.000,0.46,1.33,8.24,26.08,0.53,1.73,9.25,27.75,3.15,3.60,1.87,7.49,10.36,2.22,7.49,9.61
16.125,0.64,1.96,9.65,29.51,0.57,2.27,10.43,30.98,5.06,4.30,5.59,6.78,14.70,5.59,6.65,13.59
16.250,0.82,2.67,11.61,32.84,0.78,3.06,12.24,34.12,7.44,7.22,8.42,14.43,20.23,8.51,14.08,19.61
16.375,1.11,3.53,13.88,35.78,1.11,3.76,14.43,36.96,8.20,7.58,8.95,20.18,21.60,9.39,19.83,21.46
16.500,1.60,4.71,16.31,38.33,1.71,5.10,16.78,39.51,7.36,8.51,9.43,19.39,21.24,9.74,18.90,21.38
16.625,2.99,6.98,18.75,41.67,3.07,7.29,19.29,42.84,14.39,13.11,8.64,12.97,18.59,8.95,12.49,19.12
16.750,5.38,10.35,21.25,45.00,5.42,10.98,21.80,46.18,24.87,25.93,24.87,14.34,23.94,26.77,14.56,24.43
16.875,8.13,14.12,24.24,48.73,8.02,14.82,24.86,50.10,27.70,26.77,31.37,20.00,25.80,33.54,20.58,26.59
17.000,10.62,17.80,27.37,52.55,10.59,18.67,28.16,54.02,10.50,11.16,18.28,14.96,40.92,19.96,15.05,41.37
17.125,12.41,20.47,29.88,56.37,12.30,21.49,30.67,58.04,9.52,9.79,6.21,2.80,40.66,7.53,2.62,40.48
17.250,13.08,21.65,31.84,60.29,12.94,22.82,32.47,62.06,4.22,6.52,1.78,5.41,46.19,2.09,3.91,45.75
17.375,13.33,22.51,33.80,64.12,13.19,23.37,34.20,65.88,4.26,3.46,4.57,12.44,32.65,4.48,9.61,31.50
17.500,13.65,23.61,35.53,67.06,13.30,24.47,35.69,68.63,4.22,4.26,9.92,12.35,23.50,10.32,10.94,22.53
17.625,13.94,25.33,37.33,68.82,13.62,26.20,37.33,70.39,3.91,4.30,17.44,7.05,13.15,17.22,6.52,12.22
17.750,14.62,27.61,39.84,70.69,14.22,28.24,40.08,72.45,13.33,13.06,21.60,19.34,8.20,22.22,19.65,7.80
17.875,15.97,29.65,42.59,72.55,15.54,30.35,42.98,74.71,6.52,7.58,21.29,30.88,5.63,23.63,31.50,5.54
18.000,18.00,31.84,45.65,74.90,17.58,32.86,46.35,77.16,27.21,26.86,17.75,31.50,7.75,21.24,32.21,7.09
18.125,20.43,34.20,48.63,76.86,19.82,35.37,49.25,79.31,14.96,14.83,9.66,28.10,9.74,12.66,27.88,9.61
18.250,22.50,36.16,51.22,77.84,21.89,37.41,51.76,80.10,12.57,11.38,6.43,22.48,16.69,8.33,22.04,16.51
18.375,23.64,37.41,53.25,78.33,23.10,38.67,53.57,80.20,4.83,5.14,6.74,11.03,16.07,6.52,11.07,16.16
18.500,24.06,38.12,54.12,78.14,23.49,39.29,54.27,79.61,2.76,1.61,3.20,5.59,13.81,2.62,5.76,13.50
18.625,24.17,38.04,53.88,77.25,23.60,39.37,53.80,78.43,3.24,3.20,2.00,2.80,10.89,1.96,2.76,10.14
18.750,24.14,38.04,53.73,77.75,23.74,39.14,53.57,78.53,3.33,2.53,2.71,2.58,10.14,2.58,2.76,9.61
18.875,24.28,38.04,53.49,78.63,23.85,39.06,53.25,79.31,2.62,2.36,1.87,5.37,15.76,2.40,5.85,15.71
19.000,24.21,38.20,53.41,79.61,23.92,39.29,53.33,80.20,1.96,2.05,3.42,6.96,20.89,3.73,7.93,21.15
19.125,24.21,38.27,53.41,80.00,23.92,39.45,53.65,80.69,1.92,2.05,4.26,8.06,22.53,4.08,9.26,23.37
19.250,24.14,37.88,52.94,79.90,23.89,38.98,53.33,80.69,1.43,1.52,3.07,6.56,22.39,2.89,7.00,23.50
19.375,23.96,37.02,51.53,78.43,23.64,38.27,51.92,79.22,2.18,2.49,2.40,3.86,15.27,2.36,3.73,16.38
19.500,23.67,36.24,49.10,75.78,23.32,37.41,49.73,76.76,2.53,2.71,1.78,2.14,12.35,1.56,1.96,13.15
19.625,23.17,35.22,46.90,74.22,22.75,36.16,47.53,75.39,1.78,1.92,3.29,4.08,9.08,2.98,3.64,9.35
19.750,21.82,33.10,44.94,72.94,21.32,33.96,45.41,74.02,3.07,3.82,3.42,3.91,11.29,3.33,3.60,11.16
19.875,19.54,29.88,42.75,71.47,19.00,30.67,43.29,72.75,2.27,2.05,2.14,2.27,11.82,2.18,1.96,11.65
20.000,16.86,26.20,39.76,69.61,16.36,26.90,40.24,70.78,3.86,3.55,2.45,2.14,13.46,2.22,1.83,13.15
20.125,14.44,22.82,36.71,67.16,13.94,23.22,37.02,68.33,2.18,2.71,3.29,2.53,9.88,2.93,2.76,9.70
20.250,12.76,20.16,34.51,64.31,12.26,20.47,34.82,65.69,2.89,2.14,3.20,2.22,9.43,2.84,2.53,9.26
20.375,11.98,19.06,33.57,62.45,11.55,19.37,33.96,63.92,2.05,2.53,3.46,6.74,7.93,3.20,7.05,8.02
20.500,11.76,18.75,33.25,62.16,11.37,19.29,33.88,63.63,3.64,3.46,5.45,9.74,16.07,6.47,9.26,16.60
20.625,11.59,18.20,33.25,62.94,11.30,19.22,34.43,64.41,2.67,2.71,6.65,7.89,21.69,9.30,6.78,22.84
20.750,11.41,17.49,33.41,64.51,11.23,18.67,34.90,65.98,3.99,3.42,7.31,9.83,31.02,9.43,12.04,33.14
20.875,10.77,16.24,32.86,66.08,10.77,17.73,34.75,67.45,3.73,2.71,6.78,10.05,27.88,7.05,13.46,30.44
21.000,9.55,14.90,31.45,66.96,9.66,16.47,33.57,68.33,3.91,3.60,3.55,6.16,21.42,3.37,7.49,23.99
21.125,7.56,13.10,28.78,67.16,7.77,14.35,30.98,68.43,1.87,2.14,2.00,2.62,12.35,2.00,2.71,13.59
21.250,5.17,11.06,26.04,67.06,5.49,12.08,28.16,67.94,3.55,3.73,3.33,3.46,6.69,3.07,3.68,7.71
21.375,3.21,9.33,23.76,67.35,3.49,10.43,26.27,68.43,2.36,3.55,6.03,4.75,12.31,6.12,6.34,12.97
21.500,2.17,8.86,22.82,68.33,2.35,9.96,25.41,69.41,5.37,4.97,4.70,7.75,16.38,4.26,9.30,18.15
21.625,2.00,9.25,23.45,69.51,2.28,10.51,26.27,70.78,2.36,2.71,6.43,12.04,24.87,6.12,11.47,27.48
21.750,2.28,10.43,25.80,70.69,2.57,11.92,28.78,72.06,9.48,8.33,10.45,18.77,28.85,11.07,19.56,31.11
21.875,2.57,11.76,28.24,71.96,2.96,13.33,31.29,73.24,3.64,4.08,9.79,16.64,30.88,9.35,18.32,32.26
22.000,2.64,12.63,29.96,72.55,2.99,14.51,33.18,73.82,3.24,3.20,4.13,6.38,28.28,3.02,7.27,28.32
22.125,2.60,12.78,30.27,72.55,2.92,14.59,33.49,73.73,1.78,2.67,1.65,2.45,23.94,2.71,2.76,23.41
22.250,2.50,12.55,29.25,71.57,2.92,14.43,32.39,72.75,2.18,2.36,1.65,3.29,16.47,1.69,3.24,16.11
22.375,2.53,12.47,28.39,69.90,2.89,14.20,31.29,71.08,1.21,2.22,1.83,2.14,11.38,1.47,1.74,10.72
22.500,2.53,12.39,27.92,68.73,2.89,14.20,30.75,69.51,1.61,2.09,2.18,2.14,4.52,1.83,2.05,4.26
22.625,2.53,12.47,28.00,68.73,2.89,14.20,30.82,69.61,1.69,1.74,1.38,2.14,3.82,1.21,2.89,3.86
22.750,2.53,12.39,27.84,68.14,2.89,13.96,30.82,69.22,1.92,2.45,1.16,2.76,3.46,1.21,3.64,4.13
22.875,2.46,12.24,27.69,67.06,2.85,13.96,30.82,68.43,1.69,1.34,1.38,3.15,5.50,1.34,3.86,6.52
23.000,2.42,12.08,27.76,65.88,2.75,13.80,31.14,67.45,1.07,1.25,1.47,4.26,7.00,1.52,5.19,8.20
23.125,2.32,11.92,28.08,65.00,2.64,13.73,31.61,66.67,1.12,0.94,0.90,3.91,7.40,1.07,5.01,8.51
23.250,2.28,11.76,28.24,64.71,2.64,13.65,31.92,66.57,0.99,1.30,1.25,2.05,6.43,1.30,2.67,7.31
23.375,2.21,11.69,28.08,64.41,2.60,13.49,31.76,66.37,1.07,1.21,1.69,1.25,4.35,1.74,1.16,4.97
23.500,2.17,11.53,27.14,62.65,2.53,13.41,30.82,64.61,1.12,1.56,1.61,1.12,3.46,1.52,1.25,3.77
23.625,2.14,11.22,25.57,59.22,2.50,12.71,29.18,61.18,1.74,1.61,2.00,1.25,2.09,1.65,1.07,2.27
23.750,2.14,10.51,23.61,55.29,2.46,11.84,27.22,57.35,1.34,1.30,2.22,0.99,2.09,1.87,1.21,2.45
23.875,2.03,9.65,21.65,51.37,2.28,10.59,24.78,53.24,1.69,1.38,1.92,0.99,1.61,1.92,1.25,2.00
24.000,1.85,8.71,19.84,47.45,2.17,9.49,22.51,49.31,1.30,1.52,1.56,0.81,1.92,1.65,0.99,2.18
24.125,1.78,8.00,18.59,44.02,2.03,8.78,20.94,45.98,1.65,1.56,2.14,1.30,2.00,2.00,1.38,2.14
24.250,1.82,7.69,18.59,42.06,1.96,8.47,20.86,43.92,0.99,1.38,2.40,3.95,4.35,2.22,4.17,4.66
24.375,1.82,7.61,18.98,41.08,1.93,8.31,21.33,43.04,1.21,1.69,3.02,7.71,7.58,3.20,8.28,8.11
24.500,1.68,7.37,19.29,40.29,1.85,8.08,21.65,42.35,1.21,1.34,3.02,9.04,9.74,3.33,10.05,10.58
24.625,1.68,6.82,18.59,38.92,1.71,7.29,20.78,41.08,1.34,1.43,2.22,5.10,11.47,2.14,5.94,12.53
24.750,1.35,5.65,16.47,36.76,1.35,6.12,18.59,39.22,1.43,1.52,1.69,2.14,9.12,1.38,2.22,10.10
24.875,1.00,4.24,13.49,34.71,0.93,4.47,15.45,37.25,1.34,1.38,1.38,1.30,7.27,1.34,1.34,8.02
25.000,0.71,2.82,10.43,31.18,0.53,2.90,12.24,33.73,1.69,2.09,1.65,1.30,3.77,1.38,1.16,3.91
25.125,0.57,1.80,8.00,27.25,0.39,1.80,9.57,29.80,1.56,1.87,1.92,1.25,2.76,1.65,1.43,2.62
25.250,0.53,1.25,6.90,23.92,0.39,1.25,8.31,26.47,0.99,1.56,1.74,1.25,2.18,1.61,1.25,2.00
25.375,0.53,1.18,6.82,21.47,0.39,1.18,8.08,24.12,1.74,1.69,1.74,1.47,2.40,1.83,1.34,2.58
25.500,0.53,1.18,6.98,20.29,0.43,1.18,8.47,23.24,1.07,1.74,1.03,2.45,3.37,0.94,2.89,3.91
25.625,0.53,1.18,7.69,21.08,0.43,1.18,9.25,24.12,1.65,0.94,1.78,6.60,5.32,1.56,7.18,6.38
25.750,0.53,1.18,8.78,22.75,0.39,1.25,10.51,26.18,1.12,0.99,2.36,8.86,10.36,2.31,9.66,12.09
25.875,0.50,1.25,9.73,24.51,0.36,1.25,11.37,27.94,1.16,1.47,1.56,7.13,12.62,1.96,7.80,14.43
26.000,0.50,1.33,10.12,25.98,0.36,1.25,11.76,29.51,1.03,1.16,1.03,3.99,12.80,1.12,4.13,14.56
26.125,0.50,1.33,9.96,26.67,0.36,1.33,11.69,30.20,1.38,1.52,1.96,1.30,9.74,1.87,1.47,10.72
