TIME,BETA R PIP,ALPHA R PIP,THETA R PIP,DELTA R PIP,BETA L PIP,ALPHA L PIP,THETA L PIP,DELTA L PIP,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
2.500,===,===,===,===,===,===,===,===,2.00,1.56,3.95,4.30,2.00,3.51,6.78,6.03
2.625,===,===,===,===,===,===,===,===,3.95,3.20,2.36,3.99,2.36,2.40,6.74,4.22
2.750,===,===,===,===,===,===,===,===,1.43,1.43,1.38,4.88,2.89,3.55,6.69,4.92
2.875,===,===,===,===,===,===,===,===,2.49,1.25,2.14,4.04,3.20,3.86,4.70,4.22
3.000,===,===,===,===,===,===,===,===,1.87,1.92,2.36,2.36,2.58,3.86,2.40,4.61
3.125,===,===,===,===,===,===,===,===,2.67,1.30,2.00,2.84,2.80,3.15,2.89,6.34
3.250,===,===,===,===,===,===,===,===,1.43,2.14,3.46,5.98,3.42,3.29,7.53,7.93
3.375,===,===,===,===,===,===,===,===,4.17,3.33,2.27,7.49,5.06,1.52,9.57,9.88
3.500,===,===,===,===,===,===,===,===,2.18,1.56,3.15,4.48,5.54,5.01,4.75,10.41
3.625,===,===,===,===,===,===,===,===,3.91,3.11,4.97,6.25,4.75,6.69,6.38,8.81
3.750,===,===,===,===,===,===,===,===,2.62,3.55,3.29,7.18,3.86,4.57,9.08,7.49
3.875,===,===,===,===,===,===,===,===,2.93,2.27,1.69,3.82,3.86,2.22,4.70,4.04
4.000,===,===,===,===,===,===,===,===,3.42,3.37,1.16,2.14,4.17,2.05,4.44,3.37
4.125,1.82,10.67,13.96,16.37,2.17,13.88,17.57,25.98,2.05,1.07,3.02,3.42,3.82,3.77,3.77,2.45
4.250,1.71,10.51,13.80,15.49,2.07,13.96,17.49,25.78,3.86,2.71,4.26,3.02,2.71,5.06,2.76,3.02
4.375,1.75,10.67,13.65,14.51,1.93,13.80,17.73,25.78,1.21,1.25,3.86,2.40,2.09,4.26,3.64,3.11
4.500,1.68,10.35,13.41,14.02,1.96,13.25,17.73,25.98,4.13,2.67,1.65,1.65,2.14,2.27,2.27,4.61
4.625,1.57,10.12,13.25,14.31,2.00,12.78,17.49,26.18,2.18,2.49,2.22,1.74,2.22,2.22,2.76,4.79
4.750,1.50,9.88,13.18,15.10,2.03,12.24,17.49,26.86,2.89,1.74,3.24,4.70,2.18,3.20,5.76,4.70
4.875,1.46,9.57,12.86,15.88,2.03,11.84,17.49,27.45,1.38,3.73,3.73,4.30,2.05,4.39,6.74,3.68
5.000,1.50,9.49,12.86,16.47,1.93,11.45,17.33,27.65,2.40,1.61,4.57,2.53,2.00,4.79,4.83,4.22
5.125,1.46,9.33,12.86,17.16,1.89,10.98,17.02,28.33,2.14,1.65,4.44,5.32,1.78,5.14,4.83,7.49
5.250,1.39,8.94,12.86,17.65,1.78,10.20,16.94,29.41,2.58,1.38,2.22,7.31,2.27,3.82,7.27,8.15
5.375,1.32,8.24,12.86,18.43,1.71,9.65,16.94,29.71,2.80,3.46,1.87,5.98,3.60,2.22,7.13,10.50
5.500,1.25,7.69,12.94,19.61,1.71,9.25,17.25,30.10,1.78,2.62,3.82,2.67,3.99,5.28,5.41,7.71
5.625,1.14,7.29,12.86,20.88,1.71,9.25,17.18,30.78,3.02,3.33,5.14,3.46,4.35,6.12,4.61,8.95
5.750,1.14,7.37,12.86,21.86,1.68,9.25,17.10,31.47,1.87,2.93,4.52,3.33,3.55,3.55,3.95,6.52
5.875,1.18,7.53,12.86,22.65,1.64,9.18,16.94,31.96,3.15,2.93,3.37,2.22,3.95,1.47,3.15,6.78
6.000,1.25,7.61,12.78,22.94,1.60,9.10,16.78,32.06,2.36,3.64,3.37,3.24,3.15,2.40,4.26,3.68
6.125,1.32,7.69,12.78,22.84,1.68,9.18,16.86,31.96,1.30,2.89,3.51,3.42,2.80,2.53,4.35,3.11
6.250,1.53,8.08,13.02,23.04,1.89,9.25,16.63,31.57,3.91,5.01,4.92,4.35,3.68,4.26,4.61,3.33
6.375,1.96,8.78,13.25,23.14,2.03,9.49,16.08,31.67,2.27,4.26,8.90,7.62,5.41,7.00,6.29,5.90
6.500,2.75,9.65,13.57,22.94,2.28,9.80,15.22,31.57,5.63,10.81,9.08,10.27,7.00,6.74,7.89,6.69
6.625,3.32,10.12,13.88,22.55,2.60,9.65,14.35,31.86,3.37,5.06,7.67,10.45,8.24,5.54,7.31,8.59
6.750,3.85,10.27,13.88,22.55,2.89,9.18,13.65,32.06,9.12,8.42,7.62,8.11,7.44,4.83,6.21,7.22
6.875,4.14,10.20,13.49,22.45,3.14,8.94,12.78,32.25,2.80,3.91,7.58,4.13,6.16,6.07,3.37,6.47
7.000,4.39,10.43,13.02,22.55,3.28,8.86,12.31,32.55,2.27,1.69,5.01,1.52,3.60,5.19,1.34,4.44
7.125,4.42,10.59,12.78,23.53,3.32,9.10,11.92,32.75,2.05,2.22,1.65,1.87,3.20,2.36,2.00,5.41
7.250,4.49,10.59,12.71,24.61,3.35,9.25,11.92,33.04,2.27,2.14,4.26,2.45,5.45,4.70,3.68,7.58
7.375,4.56,10.67,12.63,25.78,3.49,9.25,12.08,33.43,1.96,1.65,3.42,1.69,6.43,4.48,4.57,7.75
7.500,4.63,10.51,12.71,26.27,3.57,9.33,12.00,33.14,5.28,4.08,1.83,1.12,7.09,1.52,3.51,7.31
7.625,4.81,10.51,12.78,26.37,3.71,9.41,12.16,32.75,2.27,2.40,2.40,1.69,5.14,1.69,3.11,4.75
7.750,4.85,10.51,13.02,26.18,3.67,9.49,12.08,32.35,2.05,2.98,1.87,4.30,4.22,1.25,4.57,4.26
7.875,4.88,10.67,12.94,25.78,3.74,9.73,11.92,31.76,3.11,1.83,4.30,3.68,3.51,3.02,2.93,3.82
8.000,4.88,10.67,12.78,25.29,3.74,9.96,11.69,31.18,3.24,2.53,5.01,1.78,3.24,5.63,2.22,4.26
8.125,4.85,10.67,12.47,24.80,3.85,9.96,11.53,30.39,2.71,1.38,3.02,2.05,3.29,5.37,3.91,4.52
8.250,4.92,10.59,12.08,24.22,3.89,10.04,11.29,29.41,2.09,2.80,1.30,1.83,2.93,2.36,4.08,4.92
8.375,4.92,10.59,11.53,23.63,3.92,9.96,10.75,28.43,1.83,1.38,3.24,1.25,2.58,2.31,3.07,5.45
8.500,4.96,10.67,11.14,22.84,3.89,9.88,10.43,27.94,3.42,2.31,4.17,2.22,2.53,2.62,1.65,5.01
8.625,4.96,10.82,10.98,21.86,3.85,9.65,10.12,26.96,2.09,1.16,3.68,3.33,3.24,1.96,2.84,4.52
8.750,4.92,10.75,11.14,21.37,3.92,9.33,9.88,25.29,2.62,2.14,1.92,1.69,3.64,2.22,3.64,2.80
8.875,4.99,10.51,11.14,20.88,3.96,9.18,9.73,23.92,1.25,2.58,2.00,2.71,3.46,2.93,3.37,3.11
9.000,4.99,10.35,11.45,21.08,3.96,9.02,9.57,23.73,2.40,2.62,1.38,4.75,4.22,1.61,3.42,5.14
9.125,4.96,10.67,12.08,21.86,3.85,9.25,9.88,24.80,1.16,0.90,2.84,6.47,4.75,4.08,5.50,7.18
9.250,4.85,10.82,12.39,22.65,3.89,9.65,10.35,26.08,1.83,1.87,4.83,5.72,7.53,6.38,6.91,11.11
9.375,4.71,10.75,12.47,23.73,3.71,9.96,10.90,27.16,2.14,1.65,4.79,4.30,6.87,5.45,5.59,9.79
9.500,4.28,10.35,12.08,24.80,3.57,9.88,11.37,27.84,2.40,3.37,6.16,6.07,10.36,4.92,6.38,12.49
9.625,3.60,9.73,11.69,25.78,3.21,9.65,11.76,28.33,2.62,2.76,5.85,7.93,9.66,6.21,8.24,10.32
9.750,2.89,9.33,11.22,26.27,2.85,9.80,12.39,28.53,2.05,2.98,2.05,7.97,14.03,3.55,8.51,14.30
9.875,2.35,9.10,11.06,26.57,2.42,9.88,13.10,28.63,1.87,2.00,4.08,7.71,13.46,3.15,7.62,14.21
10.000,1.96,8.94,11.69,27.35,2.17,9.88,13.80,29.22,1.21,2.45,6.91,7.89,13.86,4.75,7.22,14.79
10.125,1.75,8.86,12.63,28.14,2.00,9.73,14.90,30.78,2.22,1.78,6.65,10.32,12.31,4.70,11.51,13.64
10.250,1.68,8.94,13.65,28.92,2.07,9.57,16.00,32.25,3.91,3.68,5.59,11.73,11.47,4.97,13.59,12.75
10.375,1.68,9.10,14.51,29.61,2.00,9.49,16.78,33.53,1.61,2.40,3.77,7.84,9.79,4.57,9.35,11.20
10.500,1.68,9.25,14.98,30.20,2.07,9.57,17.02,34.51,1.74,2.31,2.89,4.04,8.81,4.79,5.37,11.11
10.625,1.60,9.10,15.14,30.98,2.00,9.57,17.18,35.98,4.52,2.53,3.95,4.57,5.81,5.54,4.48,8.95
10.750,1.57,9.25,15.53,32.25,1.96,9.80,17.25,37.55,1.52,1.87,3.95,6.65,5.28,4.88,4.83,10.10
10.875,1.50,9.25,15.69,33.04,1.93,9.96,17.41,38.53,2.45,1.56,4.75,6.43,3.73,4.83,3.07,6.52
11.000,1.39,9.33,15.84,33.73,1.85,10.12,17.49,38.73,1.56,1.87,6.47,4.92,5.32,5.81,2.27,4.92
11.125,1.35,9.65,16.16,34.61,1.85,10.35,17.80,38.82,2.76,1.52,7.75,6.12,7.71,7.49,3.99,3.60
11.250,1.32,10.04,16.63,35.10,1.71,10.75,18.20,38.82,2.31,2.09,6.52,5.94,8.33,7.75,4.92,4.22
11.375,1.21,10.27,16.94,35.29,1.68,11.22,18.59,38.73,1.56,0.99,4.04,4.08,7.58,6.91,3.77,3.86
11.500,1.18,10.35,17.25,35.78,1.64,11.61,18.82,38.33,3.60,3.11,2.53,3.86,6.34,4.26,2.89,2.80
11.625,1.18,10.20,17.18,36.27,1.68,11.76,18.98,37.84,3.11,1.78,2.45,4.04,5.41,1.61,4.61,2.67
11.750,1.21,9.88,16.94,36.76,1.64,11.53,18.98,37.84,2.05,1.38,3.15,3.02,4.70,2.18,4.79,2.98
11.875,1.21,9.73,16.86,36.86,1.64,11.45,19.06,37.84,3.82,2.49,4.17,2.89,3.20,4.57,3.64,3.07
12.000,1.14,9.73,16.71,36.27,1.64,11.45,19.06,37.35,2.89,1.34,4.30,3.15,3.02,4.61,2.62,3.33
12.125,1.07,9.73,16.78,35.39,1.64,11.69,19.45,36.57,1.61,1.52,5.59,5.54,3.07,5.98,5.41,3.60
12.250,1.11,10.04,16.63,34.51,1.60,12.08,19.76,35.39,2.14,2.45,6.91,5.85,3.42,7.36,7.62,4.39
12.375,1.14,10.35,16.71,33.63,1.64,12.31,19.69,33.92,3.33,2.76,7.40,4.66,3.77,7.53,7.18,5.32
12.500,1.14,10.43,16.63,32.35,1.64,12.39,19.53,32.45,1.74,2.84,6.78,5.37,3.29,6.65,5.76,5.41
12.625,1.21,10.51,16.55,30.78,1.64,12.39,19.29,31.18,2.09,2.22,5.06,7.18,2.62,4.48,5.72,5.06
12.750,1.18,10.35,16.31,28.92,1.64,12.08,18.82,29.71,1.56,0.85,2.62,6.47,1.92,2.18,6.47,3.42
12.875,1.14,9.88,15.76,27.65,1.57,11.69,18.27,28.63,2.45,1.74,1.65,3.86,2.14,2.00,5.41,3.02
13.000,1.21,9.41,15.22,26.47,1.64,11.37,17.80,27.84,3.20,3.73,3.29,1.65,3.15,3.15,3.37,3.24
13.125,1.25,9.25,14.59,25.49,1.68,11.53,17.33,27.35,1.12,2.05,5.01,2.53,4.79,5.06,2.14,4.44
13.250,1.25,9.25,14.04,24.90,1.71,11.84,16.63,26.67,3.42,4.26,3.99,3.82,7.22,4.30,2.62,6.96
13.375,1.28,9.18,13.88,24.22,1.68,12.00,15.92,25.69,1.92,3.11,1.74,3.07,8.55,2.22,2.67,7.97
13.500,1.21,9.10,14.12,23.63,1.68,12.31,15.29,24.41,2.98,1.87,2.93,9.04,10.32,5.37,3.51,9.79
13.625,1.14,9.10,14.67,23.14,1.64,12.39,15.29,23.24,2.93,2.40,2.93,11.73,10.32,6.47,6.43,8.90
13.750,1.14,8.86,15.14,23.24,1.60,12.39,15.22,22.55,3.46,2.18,2.71,9.57,10.01,4.26,5.72,9.66
13.875,1.14,8.94,15.37,23.92,1.64,12.08,15.06,22.45,1.92,2.31,4.13,5.28,7.00,2.14,4.08,8.55
14.000,1.11,8.78,15.37,25.10,1.60,11.84,14.75,22.75,3.37,3.91,3.82,4.66,7.22,2.80,4.70,6.82
14.125,1.14,8.63,15.84,26.47,1.68,11.61,14.51,23.33,1.65,3.02,1.87,7.89,7.40,1.74,5.14,4.70
14.250,1.28,8.39,16.31,27.55,1.75,11.29,14.27,23.63,3.15,4.75,2.93,8.99,10.19,3.02,3.95,3.15
14.375,1.32,7.92,16.31,28.33,1.75,10.90,13.80,23.63,3.24,2.58,4.39,6.21,8.02,5.67,1.78,4.44
14.500,1.39,7.92,16.24,28.33,1.71,10.43,13.65,24.80,1.96,1.92,5.01,2.67,5.98,6.43,2.67,5.72
14.625,1.39,8.08,16.08,28.33,1.68,10.27,13.41,26.37,3.95,2.00,6.03,1.61,3.24,6.07,2.71,7.84
14.750,1.53,8.47,16.08,28.14,1.64,10.43,13.41,28.04,3.46,2.67,5.76,2.40,3.02,4.57,2.53,6.34
14.875,1.57,8.71,16.24,28.33,1.75,10.51,13.73,30.00,2.53,0.85,3.91,4.17,3.64,2.40,5.72,7.62
15.000,1.60,8.86,16.55,28.82,1.82,10.82,14.59,32.45,5.63,4.75,4.61,5.63,5.45,3.02,9.30,6.60
15.125,1.71,9.02,16.63,29.51,1.85,11.14,15.29,34.41,2.67,1.74,6.82,4.26,5.10,6.12,6.74,9.39
15.250,1.75,9.41,16.39,30.49,1.93,11.61,15.61,35.78,3.99,2.84,5.85,2.84,5.23,6.74,3.86,7.22
15.375,1.71,9.57,16.31,31.08,2.00,11.92,15.37,36.37,2.00,2.18,3.86,3.86,4.35,6.03,3.77,6.56
15.500,1.75,9.33,16.39,31.27,2.03,12.00,15.37,37.16,1.65,2.05,2.36,4.83,3.55,3.64,4.26,5.01
15.625,1.75,9.25,16.55,31.67,2.03,12.08,15.53,37.84,2.00,1.78,4.04,4.22,3.42,4.75,5.19,6.29
15.750,1.71,9.57,16.78,32.16,2.03,12.31,15.69,38.53,3.33,2.22,7.13,3.68,3.55,8.02,4.61,7.05
15.875,1.68,9.80,16.86,32.75,2.03,12.71,15.69,39.02,2.89,1.87,7.13,3.91,4.35,7.13,3.37,7.22
16.000,1.60,10.20,17.02,33.33,2.03,13.25,15.53,39.12,1.69,1.38,5.14,5.54,5.19,5.14,4.83,5.90
16.125,1.60,10.43,17.10,33.73,2.00,13.49,15.53,39.12,1.65,1.21,3.77,4.79,5.45,4.70,4.48,4.48
16.250,1.60,10.51,17.02,33.63,2.07,13.49,15.37,39.02,4.04,2.98,4.13,3.64,5.54,4.57,3.95,3.91
16.375,1.53,10.27,16.55,33.33,2.07,13.33,15.22,38.63,4.48,3.73,4.52,3.77,5.54,4.48,5.06,3.55
16.500,1.57,10.12,15.76,32.65,2.21,13.02,15.14,38.24,5.32,4.48,4.35,3.82,4.70,4.35,5.10,5.19
16.625,1.57,9.80,14.67,31.96,2.35,12.63,14.59,37.65,3.68,1.30,3.20,2.45,4.57,2.98,3.86,5.54
16.750,1.71,9.57,13.65,31.18,2.35,12.08,14.04,36.86,4.61,4.70,2.14,0.99,3.29,2.49,1.87,5.14
16.875,1.71,9.57,12.78,29.90,2.28,11.69,13.49,35.20,2.45,2.18,1.74,1.96,3.82,3.11,1.38,3.99
17.000,1.78,9.41,12.24,28.53,2.32,11.76,13.33,33.43,1.03,2.49,2.49,2.84,3.24,4.39,1.78,2.62
17.125,1.75,9.41,11.76,26.96,2.28,11.92,13.25,31.96,3.11,2.27,3.42,2.05,2.93,4.04,1.43,2.00
17.250,1.78,9.49,11.14,25.00,2.21,12.08,13.25,30.69,2.00,1.47,2.93,1.78,1.78,2.80,2.27,1.87
17.375,1.75,9.33,10.27,23.14,2.28,12.24,13.25,29.90,3.02,1.87,3.42,4.75,1.52,4.13,5.50,2.00
17.500,1.71,9.41,9.96,21.86,2.32,12.39,13.41,29.02,1.56,1.78,5.32,6.25,1.52,6.43,6.69,2.98
17.625,1.64,9.65,10.20,21.57,2.35,12.63,13.80,27.94,1.47,2.18,6.29,5.59,1.83,7.40,4.35,4.61
17.750,1.53,9.73,10.51,21.47,2.39,13.02,14.04,26.47,3.15,1.25,5.28,3.60,2.05,5.32,1.74,5.59
17.875,1.57,9.65,10.59,21.27,2.42,13.41,14.20,25.20,2.14,1.96,3.46,2.31,2.76,2.71,1.74,6.21
18.000,1.46,9.65,10.43,20.78,2.39,13.49,13.80,23.73,2.71,2.36,1.16,3.33,2.18,3.07,1.69,5.54
18.125,1.35,9.49,10.20,19.80,2.28,13.57,13.10,21.67,1.34,1.52,1.83,3.86,1.87,3.55,2.62,5.37
18.250,1.35,9.18,10.12,18.82,2.25,13.18,12.55,20.29,1.69,2.36,1.87,2.62,2.53,1.47,2.76,6.25
18.375,1.28,8.78,10.04,18.14,2.14,12.71,12.24,19.80,2.45,2.09,4.22,3.77,4.04,3.99,2.05,7.00
18.500,1.28,8.55,9.80,17.84,2.14,12.00,11.84,20.00,2.71,2.71,5.50,3.82,5.45,4.66,1.74,8.11
18.625,1.25,8.39,9.49,17.94,2.14,11.37,11.45,19.80,1.65,2.09,5.85,1.87,7.40,3.91,1.56,8.99
18.750,1.28,8.16,8.94,18.33,2.17,10.75,10.90,19.51,2.00,1.83,5.10,2.18,7.89,3.29,1.83,8.64
18.875,1.28,7.92,8.47,18.92,2.21,10.20,10.43,18.82,1.52,1.65,2.40,3.73,8.42,1.38,3.91,7.67
19.000,1.28,7.53,8.08,19.41,2.28,9.57,10.04,18.14,1.25,1.43,2.14,3.82,7.80,2.53,3.82,6.43
19.125,1.32,7.37,7.92,19.31,2.21,9.25,9.80,17.65,1.56,2.49,3.24,3.37,6.47,3.24,1.78,4.83
19.250,1.39,7.14,7.69,19.22,2.21,9.18,9.65,17.35,2.40,2.76,2.84,2.58,5.41,1.74,2.49,4.79
19.375,1.39,7.06,7.61,19.12,2.14,9.25,9.65,17.16,1.16,1.16,1.52,1.92,2.98,4.79,2.14,3.37
19.500,1.35,6.90,7.45,18.63,2.07,9.49,9.65,16.67,4.97,5.28,1.43,2.14,2.09,6.12,3.86,4.92
19.625,1.35,6.82,7.45,18.24,1.96,9.80,9.65,16.08,1.38,1.65,1.74,1.07,1.38,3.86,3.29,4.97
19.750,1.32,6.75,7.37,18.04,1.89,10.04,9.80,15.69,4.17,5.67,1.78,2.00,2.05,1.38,2.62,5.72
19.875,1.28,6.82,7.37,17.94,1.75,10.12,9.96,15.69,1.30,1.87,2.98,3.02,2.84,3.55,4.61,5.32
20.000,1.25,6.82,7.45,17.84,1.75,10.20,10.27,15.98,1.25,2.76,3.29,2.89,3.86,4.22,3.60,4.57
20.125,1.25,6.98,7.53,17.55,1.75,10.20,10.43,16.18,2.93,1.96,4.17,1.65,3.37,3.77,2.05,3.91
20.250,1.25,6.90,7.61,16.96,1.78,10.04,10.51,16.37,1.83,2.45,3.07,3.46,3.20,1.78,3.55,3.07
20.375,1.25,6.98,8.31,16.67,1.64,9.96,10.98,16.86,2.67,3.29,2.80,7.97,2.98,3.46,7.13,3.55
20.500,1.25,7.29,9.18,16.57,1.64,9.73,11.37,17.35,2.14,2.62,5.45,11.78,2.84,5.32,10.54,4.57
20.625,1.28,7.45,9.88,16.57,1.60,9.73,12.00,17.84,1.96,2.22,6.91,10.23,3.82,6.12,9.79,4.88
20.750,1.32,7.45,10.43,16.76,1.46,9.33,12.39,18.04,2.31,1.52,5.54,5.98,3.73,5.37,5.90,4.83
20.875,1.35,7.29,10.75,17.25,1.53,8.94,12.39,17.84,3.24,1.83,2.89,4.22,5.59,2.58,2.84,4.13
21.000,1.35,7.14,10.90,17.55,1.53,8.63,12.31,17.65,1.83,1.65,3.95,4.26,5.59,2.00,3.29,4.13
21.125,1.28,7.14,10.90,17.65,1.43,8.31,12.00,17.35,1.74,1.12,4.44,4.22,5.45,4.70,4.35,3.95
21.250,1.28,7.22,10.90,17.75,1.46,8.24,11.76,17.06,2.18,1.43,3.46,3.55,3.99,4.48,3.51,3.60
21.375,1.25,7.06,10.82,17.94,1.46,8.00,11.29,16.37,2.58,2.14,2.40,3.77,3.15,3.64,2.62,3.29
21.500,1.18,6.90,10.90,18.14,1.43,7.84,10.90,15.69,2.71,2.89,3.11,2.31,4.35,5.37,1.56,4.22
21.625,1.18,6.67,10.98,18.53,1.43,8.00,10.75,15.59,3.73,2.93,2.93,2.76,5.94,5.72,2.53,5.72
21.750,1.11,6.43,11.29,18.92,1.39,8.31,10.98,15.59,1.78,2.05,1.78,4.70,6.82,3.24,4.22,6.74
21.875,1.18,6.51,11.84,18.53,1.32,8.55,11.53,15.59,2.93,1.21,5.06,7.67,6.78,3.99,6.07,7.13
22.000,1.18,6.67,12.63,17.94,1.32,9.02,12.24,15.49,2.71,2.67,5.94,10.36,5.10,4.66,7.13,6.96
22.125,1.11,6.90,13.41,17.65,1.35,9.25,12.94,15.78,2.31,1.34,5.63,8.02,4.30,4.57,5.81,6.52
22.250,1.07,7.14,14.12,17.84,1.35,9.57,13.18,15.98,2.09,2.31,4.70,4.88,5.37,4.75,2.84,5.41
22.375,1.03,7.14,14.27,18.24,1.43,9.57,13.10,15.78,2.31,2.36,3.02,4.92,6.78,5.41,2.27,4.83
22.500,1.00,7.14,14.27,18.43,1.43,9.49,12.78,15.78,3.02,2.49,2.93,3.77,7.75,6.82,1.74,5.28
22.625,1.03,7.06,14.12,18.53,1.39,9.41,12.47,16.08,2.05,2.18,3.55,1.83,7.49,6.74,1.34,7.05
22.750,0.93,6.90,14.12,19.12,1.32,9.25,12.08,17.06,1.83,1.65,2.22,2.31,7.67,5.45,2.22,9.88
22.875,0.86,6.90,14.12,20.29,1.28,9.18,11.76,18.33,1.30,2.00,1.52,2.18,7.44,4.04,2.40,10.23
23.000,0.82,6.90,14.20,21.47,1.21,9.10,11.61,19.80,2.76,1.52,1.38,2.84,8.68,1.92,1.69,11.82
23.125,0.78,6.90,14.67,22.65,1.21,9.02,11.53,21.18,1.87,2.27,1.61,4.26,8.42,2.14,3.07,9.21
23.250,0.82,7.22,15.37,23.73,1.21,9.49,11.69,21.96,2.58,1.92,3.82,7.36,8.68,6.38,3.95,8.20
23.375,0.89,7.61,15.84,24.51,1.25,10.27,12.16,22.25,5.10,4.30,6.52,7.84,8.15,10.05,5.32,4.22
23.500,0.89,8.00,15.84,25.10,1.28,11.22,12.39,21.86,2.80,2.62,5.14,4.22,7.05,9.08,6.43,2.45
23.625,0.93,8.24,15.22,25.88,1.46,12.24,12.55,21.57,5.10,2.45,3.86,2.89,6.91,5.50,7.13,1.56
23.750,1.00,8.31,14.67,26.47,1.43,12.78,12.71,21.47,1.74,2.76,6.25,3.95,6.91,7.58,5.98,1.87
23.875,1.03,8.39,14.27,26.47,1.60,13.49,12.94,21.57,2.93,3.15,5.81,5.98,6.52,8.11,8.37,2.49
24.000,1.03,8.55,13.96,26.08,1.64,13.80,13.41,21.67,1.25,1.34,4.66,5.23,5.90,7.00,7.71,3.11
24.125,1.03,8.71,14.04,25.69,1.57,14.27,13.96,22.06,3.20,2.45,4.79,2.89,4.04,6.60,3.64,3.91
24.250,1.03,9.10,14.35,25.49,1.50,14.75,14.59,22.35,1.38,2.18,4.30,2.76,2.89,4.44,2.84,3.86
24.375,1.11,9.57,15.06,25.49,1.57,15.29,15.37,22.75,2.49,1.69,2.98,3.64,2.22,4.08,6.34,4.30
24.500,1.14,9.88,15.76,25.20,1.50,15.69,16.71,23.43,1.65,3.24,1.61,8.20,2.36,3.82,11.29,3.37
24.625,1.18,10.04,16.39,24.90,1.57,16.00,17.96,23.33,2.22,1.47,2.40,8.90,2.36,2.71,11.38,3.95
24.750,1.11,10.04,16.78,23.82,1.53,16.24,18.90,23.04,1.34,0.99,2.67,5.32,2.27,4.30,7.09,3.64
24.875,1.14,10.12,16.47,22.94,1.50,16.39,19.06,22.84,0.85,1.56,3.55,2.98,1.87,6.82,4.30,5.23
25.000,1.00,9.88,15.92,22.25,1.43,16.71,18.98,22.84,1.38,1.25,3.42,3.15,1.83,6.16,4.79,4.97
25.125,0.96,9.49,15.22,21.67,1.39,16.78,18.59,22.75,1.38,2.05,1.03,3.68,2.09,2.27,4.44,4.88
25.250,0.93,9.02,14.35,20.88,1.32,16.47,17.96,23.04,1.43,1.16,2.22,4.17,1.74,2.22,3.46,4.52
25.375,0.96,8.71,13.73,19.90,1.35,16.24,17.49,23.53,3.86,2.80,2.93,5.41,1.96,4.17,2.89,3.99
25.500,0.93,8.63,13.57,19.12,1.39,16.00,17.25,24.12,2.67,1.16,4.13,5.50,2.00,5.72,1.96,5.45
25.625,0.89,8.71,13.80,19.02,1.46,16.00,17.25,24.41,2.14,1.30,4.04,3.42,3.29,5.59,1.65,5.81
25.750,0.86,8.78,14.20,19.71,1.46,15.84,17.25,24.22,3.64,1.61,1.56,1.56,4.97,3.02,1.25,6.65
25.875,0.89,8.71,14.59,20.69,1.43,15.69,17.25,23.63,1.96,1.56,1.78,2.49,7.18,2.84,1.30,6.43
26.000,0.93,8.86,14.98,21.37,1.53,15.61,17.41,22.65,3.15,2.98,3.07,1.92,9.74,3.86,2.76,5.45
26.125,0.89,9.10,15.22,21.27,1.57,15.69,17.80,21.47,2.67,3.11,4.30,3.95,8.95,3.95,4.52,4.30
